species_code;order;family;family_common;family_code;genus;species;species_common;sex;type;linf_cm;winf_g;k;t0;tmax_yr;m
1406;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus erythropterus;Crimson snapper;male;FL;62.5;3400;0.41;0.21;NA;0.55
1406;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus erythropterus;Crimson snapper;unsexed;FL;75.6;5350;0.21;-0.71;NA;NA
1406;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus erythropterus;Crimson snapper;female;FL;62.5;3400;0.44;0.21;NA;NA
261;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus fulviflamma;NA;unsexed;SL;30.3;506;0.3;NA;NA;NA
265;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus gibbus;Humpback snapper;unsexed;FL;48.2;1790;0.31;NA;NA;NA
265;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus gibbus;Humpback snapper;unsexed;FL;43.3;1300;0.4;NA;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;mixed;TL;71.7;NA;0.17;-0.025;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;mixed;TL;62.5;NA;0.13;-1.33;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;FL;53.1;1830;0.15;-1.84;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;FL;53.8;388;0.24;-0.62;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;FL;58.1;2450;0.228;-1.06;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;TL;89;9182;0.1;-0.32;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;FL;63.4;3070;0.22;NA;NA;NA
266;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus griseus;Gray snapper;unsexed;TL;55;1820;0.167;NA;NA;NA
154;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus jocu;Dog snapper;unsexed;FL;90.2;12900;0.1;-2;NA;NA
264;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus johnii;NA;unsexed;NG;66.7;5050;0.13;NA;NA;NA
264;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus johnii;NA;unsexed;FL;99.4;16600;0.116;NA;NA;NA
264;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus johnii;NA;unsexed;TL;72.4;6450;0.375;NA;NA;NA
156;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus kasmira;Bluestriped snapper;unsexed;FL;31.7;329;0.384;-1.35;NA;NA
156;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus kasmira;Bluestriped snapper;unsexed;FL;42.8;1250;0.212;-0.75;NA;NA
156;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus kasmira;Bluestriped snapper;unsexed;FL;42.4;827;0.212;-0.75;NA;NA
156;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus kasmira;Bluestriped snapper;unsexed;NG;33.7;730;0.27;NA;NA;NA
156;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus kasmira;Bluestriped snapper;unsexed;SL;25.9;299;0.38;NA;NA;NA
159;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus lutjanus;NA;unsexed;TL;25.1;200;0.497;NA;NA;NA
159;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus lutjanus;NA;unsexed;FL;25.6;271;0.75;NA;NA;NA
161;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus mahogoni;Mahogany snapper;unsexed;;NA;NA;0.097;NA;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;96;15400;0.12;-1.29;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;86.1;11300;0.25;-0.08;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;male;SL;95.7;10100;0.19;NA;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;94;14500;0.126;-1.34;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;FL;60;4000;0.31;NA;10;0.42
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;93;14100;0.142;-0.82;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;FL;75.262;5570;0.287;0.239;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;68.9;5960;0.358;-0.76;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;97;15900;0.148;-0.67;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;female;SL;102;12100;0.25;NA;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;SL;83.8;7373;0.168;0.418;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;male;FL;71;4680;0.18;-0.33;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;male;TL;98.7;16700;0.18;-0.13;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;female;FL;59;2720;0.262;-0.09;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;96.9;15800;0.147;NA;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;unsexed;TL;96.4;15600;0.12;-1.29;NA;NA
162;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus malabaricus;Malabar snapper;female;TL;83.8;10400;0.23;-0.13;NA;NA
166;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus monostigma;NA;unsexed;FL;58.4;2980;0.22;NA;NA;NA
170;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus peru;Pacific red snapper;unsexed;TL;87;9400;0.262;NA;NA;NA
171;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus purpureus;Caribbean red snapper;unsexed;TL;92.9;10800;0.103;NA;NA;NA
171;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus purpureus;Caribbean red snapper;unsexed;TL;97.7;13800;0.117;0;NA;NA
171;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus purpureus;Caribbean red snapper;unsexed;TL;96.7;11665;0.096;-1.2;NA;NA
171;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus purpureus;Caribbean red snapper;unsexed;TL;85.1;8690;0.13;-0.86;NA;NA
171;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus purpureus;Caribbean red snapper;unsexed;TL;98.9;11989;0.09;NA;NA;0.35
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;FL;23.76;NA;0.218;-3.978;NA;NA
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;FL;21.384;NA;0.465;-1.108;NA;0.153
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;FL;22.464;NA;0.171;-8.238;NA;0.284
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;FL;22.896;NA;0.305;-2.303;NA;0.0916
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;SL;20.5;185;0.37;NA;NA;NA
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;mixed;FL;22.4;NA;0.306;-2.59;31;0.154
172;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus quinquelineatus;NA;unsexed;FL;22.032;NA;0.314;-2.789;NA;NA
173;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus rivulatus;Blubberlip snapper;unsexed;FL;80;4310;0.22;NA;NA;NA
177;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sanguineus;Bloodred snapper;unsexed;;89;9590;0.236;NA;NA;0.34
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;FL;87.2;7950;0.13;-1.09;NA;0.13
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;female;FL;89.7;10200;0.27;NA;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;TL;96;15200;0.23;NA;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;FL;105;15500;0.22;NA;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;male;FL;109;16100;0.15;-0.32;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;FL;84.534;NA;0.139;-0.919;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;male;FL;96.1;12500;0.38;NA;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;FL;85.17601;NA;0.18;-0.4;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;male;FL;66.986;NA;0.151;-0.595;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;female;FL;51.36401;NA;0.271;0.065;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;female;SL;84.2;7540;0.21;NA;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;female;FL;94.7;10300;0.18;-0.32;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;unsexed;FL;90.8;12900;0.16;-1.02;NA;NA
178;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus sebae;Emperor snapper;male;SL;106;15900;0.14;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;45.4;1195;0.28;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;47.7;1500;0.25;-1.05;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;35.2188;NA;0.253;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;32.6;444;0.53;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;TL;50;2310;0.134;-1.49;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;46.1;1360;0.29;0.3;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;mixed;FL;35.9;NA;0.395;-1.95;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;42;1030;0.15;-1.72;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;male;TL;71;4960;0.22;-0.55;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;female;FL;55.64131;NA;0.076;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;female;TL;60.3;3040;0.2;-0.68;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;female;TL;60;3000;0.2;-0.68;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;male;FL;31.83696;NA;0.25;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;43.5;1066;0.247;-1.82;6;0.51
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;51;1830;0.2;-0.5;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;47.8;1209;0.23;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;38.8059;NA;0.26;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;TL;50.5;1800;0.231;-0.19;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;43.2;1120;0.35;-0.03;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;96.9;2012;0.113;NA;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;37.3;723;0.28;-0.52;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;48;1530;0.26;-0.17;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;unsexed;FL;42.6;1070;0.16;-1.83;NA;NA
181;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus synagris;Lane snapper;male;TL;70.8;4910;0.22;-0.55;NA;NA
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;female;SL;30.2;384;0.3;NA;NA;NA
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;unsexed;TL;42.5;1160;0.256;NA;NA;0.37
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;male;FL;25.2;NA;0.983;-0.075;NA;0.342
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;male;SL;35.2;672;0.32;NA;NA;NA
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;female;FL;25;NA;0.818;-0.102;NA;0.342
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;unsexed;FL;40.6;1010;0.7;NA;NA;NA
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;male;FL;44.6;1036;0.22;-0.56;NA;NA
184;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vitta;NA;female;FL;34.3;463;0.37;-0.23;NA;NA
185;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vivanus;Silk snapper;unsexed;FL;78.1;7837;0.09;-2.64;NA;NA
185;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vivanus;Silk snapper;unsexed;FL;81.2;8200;0.1;-2.08;NA;NA
185;Perciformes;Lutjanidae;Snappers;323;Lutjanus;Lutjanus vivanus;Silk snapper;unsexed;NG;62;1480;0.32;NA;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;57.9;3370;0.26;-1.19;NA;0.2
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;47.8;1030;0.29;NA;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;52.9;1715;0.16;NA;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;80.9;4530;0.1;-1.79;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;61.8;2952;0.1;NA;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;58.4;1810;0.15;-0.8;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;58.6;1960;0.139;-0.96;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;79.4;4757;0.159;-0.85;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;55.2;1497;0.332;-0.27;NA;NA
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;70;3600;0.25;NA;NA;0.62
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;52.5;2240;0.279;-0.36;14;0.45
188;Perciformes;Lutjanidae;Snappers;323;Ocyurus;Ocyurus chrysurus;Yellowtail snapper;unsexed;FL;70;2980;0.103;NA;NA;NA
200;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides auricilla;NA;unsexed;FL;43.7;1050;0.357;-0.88;NA;0.62
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;unsexed;FL;66.7;3230;0.289;-0.54;NA;0.52
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;female;FL;89.2;6790;0.275;NA;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;male;FL;98.7;12200;0.3;NA;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;unsexed;FL;69;3140;0.29;NA;NA;0.53
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;female;FL;87.41573;NA;0.36;0.06;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;unsexed;FL;92.6;9284;0.164;-0.84;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;male;FL;96.4045;NA;0.33;-0.16;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;unsexed;FL;118;14300;0.31;0.02;NA;NA
201;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides filamentosus;NA;unsexed;FL;89.7;5137;0.146;-1.67;18;0.25
202;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides flavipinnis;NA;unsexed;FL;54.6;1990;0.268;-1.01;NA;NA
202;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides flavipinnis;NA;unsexed;FL;64.7;3210;0.36;NA;NA;0.83
208;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides multidens;NA;female;FL;68.5;NA;0.187;0.0018;NA;NA
208;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides multidens;NA;unsexed;FL;73.86364;NA;0.28;NA;NA;NA
208;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides multidens;NA;unsexed;SL;74.68355;4339;0.219;-0.07;NA;0.31
208;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides multidens;NA;male;FL;67.6;NA;0.187;-0.3601;NA;NA
208;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides multidens;NA;unsexed;FL;69.31818;NA;0.35;NA;NA;NA
209;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides sieboldii;NA;unsexed;FL;49.9;1560;0.351;-0.3;NA;NA
210;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides typus;NA;unsexed;SL;63.6;2573;0.254;-0.52;NA;0.39
211;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides zonatus;NA;unsexed;FL;51.8;1660;1.09;NA;NA;NA
211;Perciformes;Lutjanidae;Snappers;323;Pristipomoides;Pristipomoides zonatus;NA;unsexed;FL;52.8;1770;0.234;-0.89;NA;0.48
213;Perciformes;Lutjanidae;Snappers;323;Rhomboplites;Rhomboplites aurorubens;Vermilion snapper;unsexed;TL;63;4169;0.198;0.128;NA;0.2
215;Perciformes;Lutjanidae;Snappers;323;Symphorus;Symphorus nematophorus;Chinaman fish;unsexed;FL;97.4;16500;0.23;NA;NA;NA
4594;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus argentatus;NA;unsexed;TL;39.4;NA;0.312;-0.58;NA;NA
4595;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus auratus;NA;unsexed;TL;42.6;NA;0.286;-0.72;NA;NA
4595;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus auratus;NA;unsexed;TL;39.3;NA;0.382;NA;NA;NA
4595;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus auratus;NA;unsexed;TL;43.5;NA;0.331;-0.48;NA;NA
4595;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus auratus;NA;unsexed;TL;48;NA;0.164;NA;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;female;TL;34.2;NA;0.3;NA;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;male;SL;42.84524;1460;0.298;NA;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;unsexed;TL;57.4;NA;0.176;0.75;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;unsexed;TL;41.6;NA;0.358;NA;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;unsexed;TL;42.6;NA;0.286;-0.72;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;unsexed;TL;43.5;NA;0.331;-0.48;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;male;TL;38.4;NA;0.304;-0.38;NA;NA
4593;Perciformes;Malacanthidae;Tilefishes;308;Branchiostegus;Branchiostegus japonicus;NA;female;SL;40.82143;905;0.33;NA;NA;NA
8276;Perciformes;Malacanthidae;Tilefishes;308;Caulolatilus;Caulolatilus affinis;NA;female;SL;54.92887;NA;0.0924;-3.768;NA;NA
8276;Perciformes;Malacanthidae;Tilefishes;308;Caulolatilus;Caulolatilus affinis;NA;male;SL;44.58661;NA;0.173;-0.226;NA;NA
987;Perciformes;Malacanthidae;Tilefishes;308;Caulolatilus;Caulolatilus microps;Blueline tilefish;unsexed;TL;81.4;4654;0.137;-1.03;NA;0.29
362;Perciformes;Malacanthidae;Tilefishes;308;Lopholatilus;Lopholatilus chamaeleonticeps;Tilefish;male;FL;113.2653;NA;0.13;0.216;NA;NA
362;Perciformes;Malacanthidae;Tilefishes;308;Lopholatilus;Lopholatilus chamaeleonticeps;Tilefish;female;FL;92.04081;NA;0.153;0.026;NA;NA
362;Perciformes;Malacanthidae;Tilefishes;308;Lopholatilus;Lopholatilus chamaeleonticeps;Tilefish;female;;86.5;12408;0.09;NA;35;0.11
362;Perciformes;Malacanthidae;Tilefishes;308;Lopholatilus;Lopholatilus chamaeleonticeps;Tilefish;male;;92.9;16659;0.086;NA;26;0.12
390;Perciformes;Menidae;Moonfish;317;Mene;Mene maculata;Moonfish;unsexed;TL;22.5;NA;1.22;NA;NA;NA
390;Perciformes;Menidae;Moonfish;317;Mene;Mene maculata;Moonfish;unsexed;SL;NA;NA;0.285;NA;NA;NA
390;Perciformes;Menidae;Moonfish;317;Mene;Mene maculata;Moonfish;unsexed;SL;NA;NA;0.186;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;TL;83.4;6090;0.19;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;70.4;6630;0.14;-0.03;NA;0.1
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;45.2;917;0.6;0.14;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;unsexed;FL;63.3;2550;0.17;NA;NA;0.11
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;unsexed;TL;99.3;9790;0.14;-0.46;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;unsexed;TL;105;13900;0.089;-0.56;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;NG;75.1;NA;0.09;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;NG;72;NA;0.09;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;TL;72.3;7180;0.14;-0.2;NA;0.1
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;TL;78.5;4890;0.228;-0.05;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;57.5;1980;0.33;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;78;5370;0.075;-1.76;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;62.5;2490;0.282;-0.16;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;54.9;NA;0.18;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;TL;87.8;7240;0.061;-1.8;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;male;TL;106;NA;0.07;NA;NA;NA
63;Perciformes;Moronidae;Temperate basses;487;Dicentrarchus;Dicentrarchus labrax;European bass;female;TL;60.7;2307;0.32;-0.18;NA;NA
